trial_dir,candidate_hash,overrides_hash,fold_index,seed,macro_f1,val_loss,best_val_macro_f1,overfit_gap,elapsed_sec,status,checkpoint,last_checkpoint
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=36,0f939c8a1f,8595cd9966,0,,0.9183687109966698,0.22715283451335772,0.9421391653500576,0.02377045435338776,115.77564556105062,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=36/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=36/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=37,0f939c8a1f,d3161149cf,1,,0.947117391880663,0.12156281134645854,0.9626168290894223,0.015499437208759237,187.3211920519825,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=37/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=37/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=38,9689841d06,ca35c4f51f,0,,0.9404647526302979,0.1681096125394106,0.956991427139591,0.016526674509293016,233.54185603995575,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=38/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=38/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=39,9689841d06,f3b0346515,1,,0.9476258352829106,0.13170410439904248,0.9644253040214724,0.016799468738561862,161.46123104303842,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=39/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=39/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=4,f851b4d859,544ce66e74,0,,0.9336921273728905,0.2144863855625902,0.947192621630577,0.013500494257686513,160.43581830197945,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=4/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=4/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=40,0ba21db0be,74489f6cd0,0,,0.865768284794495,0.5264420104878289,0.95627992786227,0.09051164306777504,235.33943608001573,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=40/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=40/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=41,0ba21db0be,6d03ed39f6,1,,0.8665908313946152,0.4001246318221092,0.95262335292622,0.08603252153160479,186.794905251998,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=41/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=41/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=42,37c86a68d3,379e3dbeba,0,,0.9337647621676542,0.3799916218434061,0.9527916766946104,0.01902691452695615,234.152036976011,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=42/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=42/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=43,37c86a68d3,892bfa7342,1,,0.9393415358033305,0.2802339036549841,0.963461943917352,0.024120408114021497,237.4996242329944,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=43/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=43/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=44,3ea3805fde,59738fe8a4,0,,0.9456803360925886,0.3026882080095155,0.9633460356502719,0.017665699557683268,233.06130241800565,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=44/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=44/checkpoints/last.pt
